stem_id,station_m,x,y,diameter_m,gt_tree_id
3,25.0,419799.33607498935,5853035.628713607,0.2122,58
3,25.5,419799.80582383164,5853035.796481051,0.2013,58
3,26.0,419800.27557267394,5853035.997801983,0.2013,58
3,26.5,419800.74532151624,5853036.199122915,0.0671,58
4,0.0,419932.17433689407,5853138.537263559,0.541,39
4,0.5,419932.4092113152,5853138.973458912,0.4839,39
4,1.0,419932.6776392251,5853139.376100778,0.5241,39
4,1.5,419932.94606713497,5853139.812296131,0.5241,39
4,2.0,419933.21449504484,5853140.248491485,0.5111,39
4,2.5,419933.4829229547,5853140.684686838,0.5111,39
4,3.0,419933.75135086465,5853141.087328703,0.5111,39
4,3.5,419934.0197787745,5853141.523524056,0.4745,39
4,4.0,419934.32176017313,5853141.892612433,0.5694,39
4,4.5,419934.62374157173,5853142.295254298,0.5773,39
4,5.0,419934.8586159929,5853142.731449651,0.4244,39
4,5.5,419935.16059739154,5853143.134091516,0.4502,39
4,6.0,419935.4961322789,5853143.5367333805,0.4745,39
4,6.5,419935.79811367753,5853143.939375246,0.4839,39
4,7.0,419936.0665415874,5853144.34201711,0.5241,39
4,7.5,419936.368522986,5853144.744658975,0.6002,39
4,8.0,419936.6369508959,5853145.14730084,0.6002,39
4,8.5,419936.90537880576,5853145.583496193,0.541,39
4,9.0,419937.2073602044,5853145.986138059,0.5734,39
4,9.5,419937.4757881143,5853146.388779923,0.6609,39
4,10.0,419937.7777695129,5853146.791421788,0.6609,39
4,10.5,419938.07975091157,5853147.194063653,0.6187,39
4,11.0,419938.38173231017,5853147.596705518,0.5773,39
4,11.5,419938.6837137088,5853147.999347382,0.5694,39
4,12.0,419938.9856951074,5853148.401989248,0.4839,39
4,12.5,419939.28767650604,5853148.804631112,0.4745,39
4,13.0,419939.5561044159,5853149.207272977,0.4502,39
4,13.5,419939.8245323258,5853149.643468331,0.4297,39
4,14.0,419940.1265137244,5853150.046110195,0.5111,39
4,14.5,419940.42849512305,5853150.4487520605,0.5241,39
4,15.0,419940.6969230329,5853150.851393925,0.4502,39
4,15.5,419940.99890443153,5853151.2540357895,0.4297,39
4,16.0,419941.3008858302,5853151.656677655,0.3796,39
4,16.5,419941.6028672288,5853152.059319519,0.3913,39
4,17.0,419941.87129513867,5853152.461961384,0.3913,39
4,17.5,419942.20683002606,5853152.831049761,0.3796,39
4,18.0,419942.5423649134,5853153.233691625,0.3796,39
4,18.5,419942.77723933454,5853153.63633349,0.3355,39
4,19.0,419943.0456672444,5853154.072528844,0.3614,39
4,19.5,419943.3476486431,5853154.475170708,0.4745,39
4,20.0,419943.6496300417,5853154.877812574,0.4297,39
4,20.5,419943.9516114403,5853155.280454438,0.3796,39
4,21.0,419944.2535928389,5853155.649542814,0.3355,39
4,21.5,419944.5220207488,5853156.085738168,0.3001,39
4,22.0,419944.7904486587,5853156.521933521,0.2767,39
4,22.5,419945.05887656857,5853156.924575387,0.3355,39
4,23.0,419945.32730447844,5853157.36077074,0.3614,39
4,23.5,419945.5957323883,5853157.796966094,0.3796,39
4,24.0,419945.897713787,5853158.1660544695,0.2847,39
4,24.5,419946.16614169686,5853158.602249823,0.2122,39
4,25.0,419946.43456960673,5853159.038445177,0.242,39
4,25.5,419946.6694440279,5853159.4746405305,0.2767,39
4,26.0,419946.93787193776,5853159.877282395,0.0671,39
5,0.0,419771.1175909626,5853202.657980533,0.6187,7
5,0.5,419771.5873398049,5853202.825747977,0.6609,7
5,1.0,419772.0570886472,5853203.027068909,0.6609,7
5,1.5,419772.4932840008,5853203.2283898415,0.6002,7
5,2.0,419772.9630328431,5853203.429710774,0.5734,7
5,2.5,419773.4327816854,5853203.597478217,0.6002,7
5,3.0,419773.9025305277,5853203.79879915,0.6002,7
5,3.5,419774.33872588124,5853204.000120083,0.5534,7
5,4.0,419774.80847472354,5853204.167887527,0.5534,7
5,4.5,419775.27822356584,5853204.33565497,0.6002,7
5,5.0,419775.74797240813,5853204.5369759025,0.5734,7
5,5.5,419776.21772125043,5853204.704743346,0.5534,7
5,6.0,419776.68747009273,5853204.906064278,0.541,7
5,6.5,419777.157218935,5853205.073831722,0.541,7
5,7.0,419777.6269677773,5853205.241599166,0.541,7
5,7.5,419778.0631631309,5853205.442920098,0.4745,7
5,8.0,419778.5329119732,5853205.610687542,0.4885,7
5,8.5,419779.0026608155,5853205.7784549855,0.5111,7
5,9.0,419779.4724096578,5853205.979775918,0.541,7
5,9.5,419779.9421585001,5853206.147543361,0.5534,7
5,10.0,419780.41190734244,5853206.315310805,0.5534,7
5,10.5,419780.88165618473,5853206.483078249,0.5111,7
5,11.0,419781.35140502703,5853206.6508456925,0.4745,7
5,11.5,419781.8211538693,5853206.818613136,0.4502,7
5,12.0,419782.2909027116,5853206.98638058,0.4697,7
5,12.5,419782.7606515539,5853207.154148024,0.4502,7
5,13.0,419783.26395388495,5853207.25480849,0.4026,7
5,13.5,419783.73370272724,5853207.456129422,0.4502,7
5,14.0,419784.1698980808,5853207.657450355,0.4244,7
5,14.5,419784.6396469231,5853207.892324775,0.4839,7
5,15.0,419785.0758422767,5853208.060092219,0.4502,7
5,15.5,419785.5791446077,5853208.160752686,0.4082,7
5,16.0,419786.04889345,5853208.294966641,0.3422,7
5,16.5,419786.552195781,5853208.429180596,0.3614,7
5,17.0,419787.0219446233,5853208.56339455,0.3913,7
5,17.5,419787.4916934656,5853208.731161994,0.3913,7
5,18.0,419787.9278888192,5853208.966036416,0.3614,7
5,18.5,419788.3976376615,5853209.167357348,0.3355,7
5,19.0,419788.83383301506,5853209.36867828,0.3001,7
5,19.5,419789.3371353461,5853209.536445724,0.3355,7
5,20.0,419789.80688418844,5853209.670659679,0.3422,7
5,20.5,419790.27663303073,5853209.804873634,0.3614,7
5,21.0,419790.74638187303,5853209.972641078,0.3355,7
5,21.5,419791.21613071533,5853210.1404085215,0.3355,7
5,22.0,419791.71943304635,5853210.17396201,0.4026,7
5,22.5,419792.2227353774,5853210.207515499,0.3355,7
5,23.0,419792.6924842197,5853210.308175965,0.3001,7
5,23.5,419793.1957865507,5853210.442389919,0.3355,7
5,24.0,419793.665535393,5853210.610157363,0.2767,7
5,24.5,419794.10173074657,5853210.845031785,0.3001,7
5,25.0,419794.53792610014,5853211.079906206,0.2684,7
6,0.0,419934.2546531957,5853163.299738246,0.242,33
6,0.5,419934.62374157173,5853163.635273133,0.4502,33
6,1.0,419934.9257229704,5853164.004361509,0.4502,33
6,1.5,419935.227704369,5853164.440556863,0.4297,33
6,2.0,419935.5296857676,5853164.843198728,0.3913,33
6,2.5,419935.79811367753,5853165.245840592,0.3796,33
6,3.0,419936.10009507614,5853165.648482458,0.3614,33
6,3.5,419936.3349694973,5853166.084677811,0.3913,33
6,4.0,419936.60339740716,5853166.520873165,0.3355,33
6,4.5,419936.87182531704,5853166.923515029,0.3614,33
6,5.0,419937.1738067157,5853167.326156895,0.4244,33
6,5.5,419937.4757881143,5853167.728798759,0.4244,33
6,6.0,419937.7442160242,5853168.164994113,0.4244,33
6,6.5,419938.0461974228,5853168.567635978,0.4244,33
6,7.0,419938.34817882144,5853168.970277842,0.3913,33
6,7.5,419938.6166067313,5853169.372919708,0.4297,33
6,8.0,419938.8850346412,5853169.775561572,0.4297,33
6,8.5,419939.1870160398,5853170.178203437,0.4502,33
6,9.0,419939.48899743846,5853170.580845302,0.4297,33
6,9.5,419939.75742534833,5853171.017040655,0.4745,33
6,10.0,419940.05940674694,5853171.41968252,0.4745,33
6,10.5,419940.36138814554,5853171.822324385,0.4502,33
6,11.0,419940.6633695442,5853172.224966249,0.4297,33
6,11.5,419940.9653509428,5853172.594054625,0.3913,33
6,12.0,419941.3008858302,5853172.996696491,0.3796,33
6,12.5,419941.6028672288,5853173.365784867,0.3796,33
6,13.0,419941.9384021161,5853173.768426731,0.3913,33
6,13.5,419942.20683002606,5853174.171068597,0.3796,33
6,14.0,419942.50881142466,5853174.573710461,0.3913,33
6,14.5,419942.81079282326,5853174.976352326,0.3796,33
6,15.0,419943.1127742219,5853175.3454407025,0.3355,33
6,15.5,419943.4147556205,5853175.748082567,0.2847,33
6,16.0,419943.6831835304,5853176.184277921,0.2767,33
6,16.5,419943.9516114403,5853176.620473274,0.3001,33
6,17.0,419944.22003935016,5853177.0231151385,0.4297,33
6,17.5,419944.5220207488,5853177.425757004,0.3796,33
6,18.0,419944.8240021474,5853177.828398868,0.3614,33
6,18.5,419945.125983546,5853178.231040734,0.3913,33
6,19.0,419945.3944114559,5853178.633682598,0.4297,33
6,19.5,419945.66283936583,5853179.069877951,0.4244,33
6,20.0,419945.9312672757,5853179.472519817,0.3913,33
6,20.5,419946.1996951856,5853179.90871517,0.3614,33
6,21.0,419946.46812309546,5853180.344910524,0.3913,33
6,21.5,419946.73655100534,5853180.747552388,0.4502,33
6,22.0,419947.038532404,5853181.150194254,0.5111,33
6,22.5,419947.3405138026,5853181.552836118,0.3913,33
6,23.0,419947.6089417125,5853181.989031472,0.3913,33
6,23.5,419947.8438161336,5853182.391673337,0.3355,33
6,24.0,419948.1457975322,5853182.82786869,0.3355,33
6,24.5,419948.41422544216,5853183.230510555,0.2767,33
7,0.0,419895.53392719466,5853097.367132881,0.6744,17
7,0.5,419895.33260626224,5853097.836881722,0.4745,17
7,1.0,419895.16483881854,5853098.306630565,0.4697,17
7,1.5,419895.03062486363,5853098.776379407,0.4502,17
7,2.0,419894.89641090867,5853099.24612825,0.4244,17
7,2.5,419894.7957504425,5853099.749430581,0.4697,17
7,3.0,419894.6615364875,5853100.219179423,0.5369,17
7,3.5,419894.4937690438,5853100.688928265,0.541,17
7,4.0,419894.2924481114,5853101.158677108,0.4745,17
7,4.5,419894.12468066777,5853101.62842595,0.4839,17
7,5.0,419893.92335973535,5853102.098174792,0.4745,17
7,5.5,419893.7220388029,5853102.534370146,0.4839,17
7,6.0,419893.5207178705,5853103.004118988,0.4839,17
7,6.5,419893.3193969381,5853103.47386783,0.4502,17
7,7.0,419893.11807600566,5853103.910063184,0.4502,17
7,7.5,419892.950308562,5853104.379812026,0.4745,17
7,8.0,419892.7489876296,5853104.849560868,0.4697,17
7,8.5,419892.5812201859,5853105.3193097105,0.3913,17
7,9.0,419892.3798992535,5853105.789058553,0.4297,17
7,9.5,419892.17857832107,5853106.225253907,0.4244,17
7,10.0,419892.01081087743,5853106.695002749,0.4244,17
7,10.5,419891.84304343374,5853107.164751591,0.4244,17
7,11.0,419891.70882947877,5853107.634500434,0.4745,17
7,11.5,419891.50750854635,5853108.104249276,0.4839,17
7,12.0,419891.3397411027,5853108.573998118,0.4839,17
7,12.5,419891.10486668156,5853109.04374696,0.541,17
7,13.0,419890.90354574914,5853109.479942314,0.541,17
7,13.5,419890.7022248167,5853109.949691156,0.541,17
7,14.0,419890.534457373,5853110.419439998,0.541,17
7,14.5,419890.36668992933,5853110.889188841,0.5111,17
7,15.0,419890.1989224857,5853111.3589376835,0.5111,17
7,15.5,419890.031155042,5853111.828686525,0.541,17
7,16.0,419889.8633875983,5853112.298435368,0.5534,17
7,16.5,419889.6620666659,5853112.734630722,0.5111,17
7,17.0,419889.46074573346,5853113.204379563,0.4745,17
7,17.5,419889.2929782898,5853113.674128406,0.4839,17
7,18.0,419889.12521084613,5853114.143877248,0.5111,17
7,18.5,419888.9238899137,5853114.613626091,0.4885,17
7,19.0,419888.7225689813,5853115.049821444,0.5111,17
7,19.5,419888.48769456014,5853115.519570286,0.4502,17
7,20.0,419888.2863736277,5853115.95576564,0.4244,17
7,20.5,419888.0850526953,5853116.425514482,0.4502,17
